Account Number,Meter ID,Billing Start,Billing End,kWh,Unit,Tariff,Service Address
U-1342,MTR-DEL-004,2026-05-23,2026-06-20,139192,kWh,HT Industrial,Plant Delhi
U-1343,MTR-DEL-015,2026-05-24,2026-06-23,11768,kWh,Green Supply,Factory London
U-1344,MTR-MUM-001,2026-05-25,2026-06-23,80993,kWh,HT Industrial,Lab San Francisco
U-1345,MTR-MUM-022,2026-05-26,2026-06-23,77719,kWh,Green Supply,Office Mumbai
U-1346,MTR-MUM-013,2026-05-27,2026-06-27,30812,kWh,Time of Use,Plant Delhi
U-1347,MTR-LON-023,2026-05-28,2026-06-27,143670,kWh,Commercial,Plant Delhi
U-1348,MTR-BLR-004,2026-05-29,2026-06-26,53842,kWh,HT Industrial,Office Mumbai
U-1349,MTR-BLR-010,2026-05-30,2026-07-13,59432,kWh,General Service,Factory London
U-1000,MTR-DEL-014,2026-05-31,2026-06-30,45488,kWh,Green Supply,Office Mumbai
U-1001,MTR-DEL-004,2026-06-01,2026-06-28,167479,kWh,Commercial,Factory London
U-1002,MTR-BLR-014,2026-06-02,2026-07-01,27537,kWh,HT Industrial,Factory London
U-1003,MTR-LON-019,2026-06-03,2026-07-02,147216,kWh,Green Supply,Factory London
U-1004,MTR-MUM-022,2026-06-04,2026-07-05,151559,kWh,Commercial,Warehouse Bangalore
U-1005,MTR-LON-012,2026-06-05,2026-07-06,119103,kWh,Commercial,Warehouse Bangalore
U-1006,MTR-MUM-001,2026-06-06,2026-07-06,138839,kWh,HT Industrial,Warehouse Bangalore
U-1007,MTR-LON-015,2026-06-07,2026-07-08,76107,kWh,General Service,Factory London
U-1008,MTR-BLR-022,2026-06-08,2026-07-06,94450,kWh,Time of Use,Plant Delhi
U-1009,MTR-DEL-009,2026-06-09,2026-07-06,37125,kWh,General Service,Lab San Francisco
U-1010,MTR-SFO-019,2026-06-10,2026-07-07,68945,kWh,General Service,Lab San Francisco
U-1011,MTR-BLR-017,2026-06-11,2026-07-10,33985,kWh,Commercial,Office Mumbai
U-1012,MTR-BLR-006,2026-06-12,2026-07-13,95888,kWh,HT Industrial,Plant Delhi
U-1013,MTR-BLR-022,2026-06-13,2026-07-14,101736,kWh,Time of Use,Lab San Francisco
U-1014,MTR-DEL-008,2026-06-14,2026-07-28,128049,kWh,Time of Use,Lab San Francisco
U-1015,MTR-BLR-022,2026-06-15,2026-07-14,67278,kWh,General Service,Lab San Francisco
U-1016,MTR-BLR-016,2026-06-16,2026-07-13,68222,kWh,Commercial,Plant Delhi
U-1017,MTR-DEL-005,2026-06-17,2026-07-14,35987,kWh,Commercial,Lab San Francisco
U-1018,MTR-MUM-011,2026-06-18,2026-07-19,174766,kWh,HT Industrial,Factory London
U-1019,MTR-SFO-008,2026-06-19,2026-07-16,64841,kWh,Green Supply,Plant Delhi
U-1020,MTR-DEL-009,2026-06-20,2026-07-19,34571,kWh,Commercial,Plant Delhi
U-1021,MTR-BLR-012,2026-06-21,2026-07-18,9004,kWh,Green Supply,Lab San Francisco
U-1022,MTR-MUM-011,2026-06-22,2026-07-22,159700,kWh,Time of Use,Warehouse Bangalore
U-1023,MTR-SFO-015,2026-06-23,2026-07-20,10721,kWh,HT Industrial,Lab San Francisco
U-1024,MTR-MUM-006,2026-06-24,2026-07-23,144621,kWh,Time of Use,Office Mumbai
U-1025,MTR-LON-012,2026-06-25,2026-07-23,91097,kWh,Time of Use,Factory London
U-1026,MTR-BLR-025,2026-06-26,2026-08-09,135705,kWh,Commercial,Warehouse Bangalore
U-1027,MTR-DEL-008,2026-06-27,2026-07-25,161949,kWh,Time of Use,Office Mumbai
U-1028,MTR-MUM-009,2026-06-28,2026-07-27,24926,kWh,HT Industrial,Plant Delhi
U-1029,MTR-MUM-014,2026-06-29,2026-07-28,100456,kWh,Commercial,Lab San Francisco
U-1030,MTR-LON-005,2026-01-01,2026-02-14,37754,kWh,Commercial,Factory London
U-1031,MTR-MUM-010,2026-01-02,2026-02-02,8758,kWh,HT Industrial,Factory London
U-1032,MTR-LON-008,2026-01-03,2026-02-01,135478,kWh,Green Supply,Warehouse Bangalore
U-1033,MTR-BLR-018,2026-01-04,2026-02-17,63123,kWh,General Service,Warehouse Bangalore
U-1034,MTR-SFO-016,2026-01-05,2026-02-05,165981,kWh,General Service,Office Mumbai
U-1035,MTR-SFO-013,2026-01-06,2026-02-02,121261,kWh,Time of Use,Warehouse Bangalore
U-1036,MTR-MUM-010,2026-01-07,2026-02-03,79855,kWh,Green Supply,Plant Delhi
U-1037,MTR-MUM-017,2026-01-08,2026-02-04,80380,kWh,Commercial,Plant Delhi
U-1038,MTR-MUM-001,2026-01-09,2026-02-22,117209,kWh,Commercial,Factory London
U-1039,MTR-BLR-022,2026-01-10,2026-02-07,44710,kWh,Time of Use,Warehouse Bangalore
U-1040,MTR-MUM-009,2026-01-11,2026-02-11,41438,kWh,Time of Use,Warehouse Bangalore
U-1041,MTR-DEL-020,2026-01-12,2026-02-12,61521,kWh,Green Supply,Warehouse Bangalore
U-1042,MTR-DEL-008,2026-01-13,2026-02-10,88541,kWh,Green Supply,Warehouse Bangalore
U-1043,MTR-BLR-002,2026-01-14,2026-02-12,138923,kWh,Green Supply,Warehouse Bangalore
U-1044,MTR-SFO-015,2026-01-15,2026-02-28,36021,kWh,Commercial,Plant Delhi
U-1045,MTR-SFO-015,2026-01-16,2026-02-12,68295,kWh,Green Supply,Office Mumbai
U-1046,MTR-BLR-022,2026-01-17,2026-02-16,126668,kWh,HT Industrial,Warehouse Bangalore
U-1047,MTR-SFO-002,2026-01-18,2026-02-18,14851,kWh,General Service,Office Mumbai
U-1048,MTR-SFO-016,2026-01-19,2026-03-04,77489,kWh,HT Industrial,Lab San Francisco
U-1049,MTR-DEL-008,2026-01-20,2026-02-18,43491,kWh,Commercial,Lab San Francisco
U-1050,MTR-SFO-009,2026-01-21,2026-02-20,27676,kWh,HT Industrial,Plant Delhi
U-1051,MTR-BLR-011,2026-01-22,2026-03-07,5261,kWh,Time of Use,Warehouse Bangalore
U-1052,MTR-BLR-022,2026-01-23,2026-02-20,9518,kWh,HT Industrial,Lab San Francisco
U-1053,MTR-SFO-005,2026-01-24,2026-02-24,14119,kWh,General Service,Lab San Francisco
U-1054,MTR-DEL-006,2026-01-25,2026-02-22,66748,kWh,General Service,Factory London
U-1055,MTR-DEL-008,2026-01-26,2026-03-11,5293,kWh,General Service,Factory London
U-1056,MTR-BLR-013,2026-01-27,2026-02-26,132194,kWh,General Service,Factory London
U-1057,MTR-MUM-017,2026-01-28,2026-02-26,85934,kWh,Time of Use,Warehouse Bangalore
U-1058,MTR-DEL-024,2026-01-29,2026-02-26,92275,kWh,Green Supply,Factory London
U-1059,MTR-BLR-021,2026-01-30,2026-03-01,137108,kWh,Green Supply,Office Mumbai
U-1060,MTR-SFO-008,2026-01-31,2026-03-01,114080,kWh,Time of Use,Office Mumbai
U-1061,MTR-DEL-023,2026-02-01,2026-03-01,152508,kWh,Green Supply,Factory London
U-1062,MTR-DEL-012,2026-02-02,2026-03-03,6164,kWh,General Service,Warehouse Bangalore
U-1063,MTR-DEL-017,2026-02-03,2026-03-03,94376,kWh,Green Supply,Factory London
U-1064,MTR-BLR-011,2026-02-04,2026-03-05,159971,kWh,Commercial,Warehouse Bangalore
U-1065,MTR-MUM-005,2026-02-05,2026-03-05,23758,kWh,Green Supply,Plant Delhi
U-1066,MTR-DEL-023,2026-02-06,2026-03-09,93258,kWh,Commercial,Lab San Francisco
U-1067,MTR-LON-003,2026-02-07,2026-03-06,72107,kWh,General Service,Factory London
U-1068,MTR-DEL-024,2026-02-08,2026-03-07,75551,kWh,HT Industrial,Warehouse Bangalore
U-1069,MTR-MUM-009,2026-02-09,2026-03-25,83512,kWh,Green Supply,Factory London
U-1070,MTR-DEL-016,2026-02-10,2026-03-13,57899,kWh,Commercial,Office Mumbai
U-1071,MTR-LON-001,2026-02-11,2026-03-10,76114,kWh,Commercial,Lab San Francisco
U-1072,MTR-BLR-024,2026-02-12,2026-03-14,55994,kWh,Commercial,Warehouse Bangalore
U-1073,MTR-BLR-019,2026-02-13,2026-03-12,128669,kWh,Time of Use,Warehouse Bangalore
U-1074,MTR-BLR-001,2026-02-14,2026-03-14,122530,kWh,Time of Use,Factory London
U-1075,MTR-MUM-006,2026-02-15,2026-03-17,170560,kWh,Commercial,Plant Delhi
U-1076,MTR-BLR-016,2026-02-16,2026-04-01,114002,kWh,General Service,Office Mumbai
U-1077,MTR-MUM-009,2026-02-17,2026-03-20,37568,kWh,Green Supply,Office Mumbai
U-1078,MTR-SFO-002,2026-02-18,2026-03-19,165124,kWh,Green Supply,Lab San Francisco
U-1079,MTR-BLR-020,2026-02-19,2026-03-22,17901,kWh,General Service,Lab San Francisco
U-1080,MTR-LON-007,2026-02-20,2026-03-22,57553,kWh,HT Industrial,Warehouse Bangalore
U-1081,MTR-LON-022,2026-02-21,2026-04-06,128995,kWh,General Service,Office Mumbai
U-1082,MTR-SFO-018,2026-02-22,2026-03-25,27092,kWh,Time of Use,Office Mumbai
U-1083,MTR-SFO-021,2026-02-23,2026-04-08,33381,kWh,General Service,Lab San Francisco
U-1084,MTR-MUM-003,2026-02-24,2026-04-09,52396,kWh,General Service,Factory London
U-1085,MTR-LON-005,2026-02-25,2026-03-27,30124,kWh,HT Industrial,Factory London
U-1086,MTR-BLR-016,2026-02-26,2026-03-27,6302,kWh,Green Supply,Plant Delhi
U-1087,MTR-SFO-022,2026-02-27,2026-03-26,91120,kWh,Time of Use,Office Mumbai
U-1088,MTR-MUM-014,2026-02-28,2026-03-27,11488,kWh,Time of Use,Lab San Francisco
U-1089,MTR-DEL-016,2026-03-01,2026-04-14,142990,kWh,General Service,Lab San Francisco
U-1090,MTR-SFO-012,2026-03-02,2026-04-01,158922,kWh,Green Supply,Plant Delhi
U-1091,MTR-MUM-022,2026-03-03,2026-03-30,97697,kWh,General Service,Lab San Francisco
U-1092,MTR-MUM-013,2026-03-04,2026-03-31,16932,kWh,HT Industrial,Lab San Francisco
U-1093,MTR-LON-001,2026-03-05,2026-04-04,33168,kWh,Green Supply,Plant Delhi
U-1094,MTR-SFO-013,2026-03-06,2026-04-02,48907,kWh,Green Supply,Lab San Francisco
U-1095,MTR-DEL-015,2026-03-07,2026-04-04,168347,kWh,Time of Use,Factory London
U-1096,MTR-SFO-012,2026-03-08,2026-04-05,170026,kWh,Time of Use,Warehouse Bangalore
U-1097,MTR-DEL-007,2026-03-09,2026-04-05,102447,kWh,Time of Use,Plant Delhi
U-1098,MTR-LON-005,2026-03-10,2026-04-06,105968,kWh,Green Supply,Factory London
U-1099,MTR-BLR-019,2026-03-11,2026-04-11,2873,kWh,Time of Use,Warehouse Bangalore
U-1100,MTR-SFO-010,2026-03-12,2026-04-10,40011,kWh,Green Supply,Lab San Francisco
U-1101,MTR-LON-003,2026-03-13,2026-04-10,17734,kWh,Time of Use,Factory London
U-1102,MTR-LON-019,2026-03-14,2026-04-10,152680,kWh,HT Industrial,Warehouse Bangalore
U-1103,MTR-DEL-023,2026-03-15,2026-04-28,64943,kWh,Green Supply,Plant Delhi
U-1104,MTR-SFO-001,2026-03-16,2026-04-12,124335,kWh,Commercial,Warehouse Bangalore
U-1105,MTR-BLR-022,2026-03-17,2026-04-15,118520,kWh,General Service,Warehouse Bangalore
U-1106,MTR-BLR-006,2026-03-18,2026-04-14,47552,kWh,HT Industrial,Warehouse Bangalore
U-1107,MTR-LON-004,2026-03-19,2026-04-17,133476,kWh,General Service,Plant Delhi
U-1108,MTR-LON-017,2026-03-20,2026-04-18,107523,kWh,Time of Use,Warehouse Bangalore
U-1109,MTR-DEL-018,2026-03-21,2026-04-17,116212,kWh,HT Industrial,Plant Delhi
U-1110,MTR-BLR-011,2026-03-22,2026-05-05,171572,kWh,Green Supply,Warehouse Bangalore
U-1111,MTR-MUM-018,2026-03-23,2026-04-19,18768,kWh,Green Supply,Factory London
U-1112,MTR-DEL-009,2026-03-24,2026-04-20,171024,kWh,General Service,Lab San Francisco
U-1113,MTR-SFO-021,2026-03-25,2026-04-24,140245,kWh,Commercial,Office Mumbai
U-1114,MTR-BLR-014,2026-03-26,2026-04-22,83864,kWh,Time of Use,Office Mumbai
U-1115,MTR-DEL-014,2026-03-27,2026-04-27,49811,kWh,General Service,Plant Delhi
U-1116,MTR-DEL-020,2026-03-28,2026-04-25,25055,kWh,Time of Use,Office Mumbai
U-1117,MTR-SFO-023,2026-03-29,2026-04-28,1053,kWh,General Service,Lab San Francisco
U-1118,MTR-BLR-008,2026-03-30,2026-04-29,50737,kWh,HT Industrial,Warehouse Bangalore
U-1119,MTR-SFO-009,2026-03-31,2026-04-29,170851,kWh,HT Industrial,Office Mumbai
U-1120,MTR-MUM-008,2026-04-01,2026-04-30,1771,kWh,Green Supply,Office Mumbai
U-1121,MTR-LON-009,2026-04-02,2026-05-02,28842,kWh,General Service,Factory London
U-1122,MTR-LON-006,2026-04-03,2026-05-17,34171,kWh,General Service,Office Mumbai
U-1123,MTR-MUM-021,2026-04-04,2026-05-02,107346,kWh,HT Industrial,Warehouse Bangalore
U-1124,MTR-SFO-013,2026-04-05,2026-05-02,77604,kWh,Time of Use,Warehouse Bangalore
U-1125,MTR-MUM-021,2026-04-06,2026-05-07,73901,kWh,HT Industrial,Factory London
U-1126,MTR-SFO-005,2026-04-07,2026-05-05,6028,kWh,Green Supply,Lab San Francisco
U-1127,MTR-LON-011,2026-04-08,2026-05-07,91012,kWh,General Service,Office Mumbai
U-1128,MTR-BLR-014,2026-04-09,2026-05-08,140548,kWh,HT Industrial,Warehouse Bangalore
U-1129,MTR-MUM-007,2026-04-10,2026-05-08,42486,kWh,Green Supply,Factory London
U-1130,MTR-DEL-017,2026-04-11,2026-05-25,1638,kWh,HT Industrial,Lab San Francisco
U-1131,MTR-LON-022,2026-04-12,2026-05-09,111153,kWh,Green Supply,Factory London
U-1132,MTR-DEL-023,2026-04-13,2026-05-11,88134,kWh,Green Supply,Lab San Francisco
U-1133,MTR-BLR-008,2026-04-14,2026-05-12,74496,kWh,Time of Use,Office Mumbai
U-1134,MTR-DEL-005,2026-04-15,2026-05-12,154457,kWh,Green Supply,Factory London
U-1135,MTR-LON-008,2026-04-16,2026-05-16,78011,kWh,Commercial,Plant Delhi
U-1136,MTR-SFO-009,2026-04-17,2026-05-31,2156,kWh,General Service,Warehouse Bangalore
U-1137,MTR-BLR-002,2026-04-18,2026-05-15,109141,kWh,Time of Use,Office Mumbai
U-1138,MTR-DEL-014,2026-04-19,2026-05-17,128558,kWh,HT Industrial,Lab San Francisco
U-1139,MTR-BLR-018,2026-04-20,2026-05-19,43918,kWh,Green Supply,Office Mumbai
U-1140,MTR-SFO-004,2026-04-21,2026-05-20,48694,kWh,Commercial,Factory London
U-1141,MTR-BLR-002,2026-04-22,2026-05-20,88623,kWh,Time of Use,Lab San Francisco
U-1142,MTR-BLR-015,2026-04-23,2026-05-23,33033,kWh,General Service,Factory London
U-1143,MTR-SFO-024,2026-04-24,2026-05-25,162304,kWh,General Service,Warehouse Bangalore
U-1144,MTR-SFO-015,2026-04-25,2026-05-23,42407,kWh,Time of Use,Warehouse Bangalore
U-1145,MTR-DEL-024,2026-04-26,2026-05-25,7005,kWh,Commercial,Factory London
U-1146,MTR-LON-009,2026-04-27,2026-05-27,68685,kWh,Green Supply,Lab San Francisco
U-1147,MTR-BLR-005,2026-04-28,2026-05-25,50572,kWh,General Service,Office Mumbai
U-1148,MTR-BLR-004,2026-04-29,2026-05-29,29135,kWh,Green Supply,Plant Delhi
U-1149,MTR-SFO-013,2026-04-30,2026-05-29,138494,kWh,Green Supply,Factory London
U-1150,MTR-DEL-018,2026-05-01,2026-06-14,87929,kWh,Commercial,Warehouse Bangalore
U-1151,MTR-LON-011,2026-05-02,2026-05-29,164379,kWh,Commercial,Plant Delhi
U-1152,MTR-DEL-002,2026-05-03,2026-05-30,80175,kWh,Commercial,Warehouse Bangalore
U-1153,MTR-DEL-018,2026-05-04,2026-06-17,73842,kWh,HT Industrial,Warehouse Bangalore
U-1154,MTR-MUM-012,2026-05-05,2026-06-02,142987,kWh,Commercial,Lab San Francisco
U-1155,MTR-SFO-018,2026-05-06,2026-06-04,97882,kWh,Commercial,Office Mumbai
U-1156,MTR-DEL-017,2026-05-07,2026-06-03,14362,kWh,HT Industrial,Office Mumbai
U-1157,MTR-BLR-006,2026-05-08,2026-06-21,107958,kWh,General Service,Warehouse Bangalore
U-1158,MTR-MUM-004,2026-05-09,2026-06-08,99100,kWh,General Service,Office Mumbai
U-1159,MTR-MUM-003,2026-05-10,2026-06-23,49592,kWh,Time of Use,Lab San Francisco
U-1160,MTR-SFO-018,2026-05-11,2026-06-10,163387,kWh,Time of Use,Lab San Francisco
U-1161,MTR-MUM-024,2026-05-12,2026-06-08,158915,kWh,Green Supply,Lab San Francisco
U-1162,MTR-SFO-010,2026-05-13,2026-06-26,84291,kWh,HT Industrial,Warehouse Bangalore
U-1163,MTR-SFO-015,2026-05-14,2026-06-27,168750,kWh,Time of Use,Office Mumbai
U-1164,MTR-BLR-007,2026-05-15,2026-06-13,84200,kWh,Commercial,Lab San Francisco
U-1165,MTR-MUM-014,2026-05-16,2026-06-15,130667,kWh,Commercial,Factory London
U-1166,MTR-BLR-015,2026-05-17,2026-06-15,152567,kWh,Commercial,Lab San Francisco
U-1167,MTR-MUM-015,2026-05-18,2026-06-15,23382,kWh,General Service,Lab San Francisco
U-1168,MTR-DEL-014,2026-05-19,2026-07-02,103377,kWh,Green Supply,Factory London
U-1169,MTR-BLR-007,2026-05-20,2026-06-19,60302,kWh,Time of Use,Warehouse Bangalore
U-1170,MTR-LON-003,2026-05-21,2026-06-21,9213,kWh,HT Industrial,Plant Delhi
U-1171,MTR-LON-019,2026-05-22,2026-06-20,68170,kWh,HT Industrial,Factory London
U-1172,MTR-BLR-013,2026-05-23,2026-06-23,45270,kWh,General Service,Factory London
U-1173,MTR-LON-022,2026-05-24,2026-06-23,1612,kWh,Time of Use,Office Mumbai
U-1174,MTR-DEL-015,2026-05-25,2026-07-08,150556,kWh,HT Industrial,Office Mumbai
U-1175,MTR-BLR-023,2026-05-26,2026-06-22,112481,kWh,Time of Use,Factory London
U-1176,,2026-05-27,2026-06-26,92752,kWh,Commercial,Factory London
U-1177,MTR-SFO-003,2026-05-28,2026-06-27,168026,kWh,Time of Use,Lab San Francisco
U-1178,MTR-BLR-021,2026-05-29,2026-06-25,120188,kWh,Commercial,Office Mumbai
U-1179,MTR-MUM-016,2026-05-30,2026-06-26,52628,kWh,Commercial,Office Mumbai
U-1180,MTR-DEL-022,2026-05-31,2026-06-29,108445,kWh,General Service,Warehouse Bangalore
U-1181,MTR-LON-011,2026-06-01,2026-06-29,79281,kWh,General Service,Office Mumbai
U-1182,MTR-DEL-014,2026-06-02,2026-07-02,86815,kWh,Time of Use,Lab San Francisco
U-1183,MTR-LON-016,2026-06-03,2026-07-01,40716,kWh,Commercial,Plant Delhi
U-1184,MTR-MUM-013,2026-06-04,2026-07-05,78589,kWh,Green Supply,Plant Delhi
U-1185,MTR-MUM-005,2026-06-05,2026-07-04,148905,kWh,Green Supply,Factory London
U-1186,MTR-LON-011,2026-06-06,2026-07-20,95548,kWh,Green Supply,Plant Delhi
U-1187,MTR-MUM-023,2026-06-07,2026-07-05,71727,kWh,General Service,Warehouse Bangalore
U-1188,MTR-BLR-009,2026-06-08,2026-07-06,78378,kWh,HT Industrial,Office Mumbai
U-1189,MTR-SFO-003,2026-06-09,2026-07-09,127458,kWh,General Service,Factory London
U-1190,MTR-MUM-016,2026-06-10,2026-07-11,53778,kWh,General Service,Warehouse Bangalore
U-1191,MTR-SFO-009,2026-06-11,2026-07-10,43375,kWh,General Service,Plant Delhi
U-1192,MTR-LON-002,2026-06-12,2026-07-11,168577,kWh,Commercial,Factory London
U-1193,MTR-LON-007,2026-06-13,2026-07-11,88944,kWh,Commercial,Lab San Francisco
U-1194,MTR-SFO-020,2026-06-14,2026-07-11,136237,kWh,Commercial,Plant Delhi
U-1195,MTR-LON-015,2026-06-15,2026-07-29,21161,kWh,Green Supply,Lab San Francisco
U-1196,MTR-LON-014,2026-06-16,2026-07-16,117477,kWh,Time of Use,Office Mumbai
U-1197,MTR-MUM-006,2026-06-17,2026-07-17,137528,kWh,General Service,Factory London
U-1198,MTR-DEL-001,2026-06-18,2026-07-16,34501,kWh,Green Supply,Plant Delhi
U-1199,MTR-SFO-025,2026-06-19,2026-07-20,22837,kWh,HT Industrial,Factory London
U-1200,MTR-BLR-008,2026-06-20,2026-07-21,66509,kWh,HT Industrial,Lab San Francisco
U-1201,MTR-LON-022,2026-06-21,2026-07-19,103375,kWh,General Service,Factory London
U-1202,MTR-MUM-015,2026-06-22,2026-08-05,21645,kWh,Green Supply,Plant Delhi
U-1203,MTR-BLR-019,2026-06-23,2026-08-06,29978,kWh,Commercial,Lab San Francisco
U-1204,MTR-BLR-010,2026-06-24,2026-07-25,121309,kWh,HT Industrial,Office Mumbai
U-1205,MTR-MUM-024,2026-06-25,2026-07-24,20369,kWh,HT Industrial,Lab San Francisco
U-1206,MTR-BLR-014,2026-06-26,2026-07-27,152967,kWh,General Service,Lab San Francisco
U-1207,MTR-LON-010,2026-06-27,2026-08-10,83581,kWh,HT Industrial,Plant Delhi
U-1208,MTR-DEL-022,2026-06-28,2026-07-28,75789,kWh,Green Supply,Plant Delhi
U-1209,MTR-DEL-019,2026-06-29,2026-07-28,34470,kWh,Green Supply,Office Mumbai
U-1210,MTR-BLR-021,2026-01-01,2026-01-28,77882,kWh,HT Industrial,Warehouse Bangalore
U-1211,MTR-LON-013,2026-01-02,2026-01-30,137445,kWh,Time of Use,Lab San Francisco
U-1212,MTR-LON-025,2026-01-03,2026-02-03,168816,kWh,Commercial,Factory London
U-1213,MTR-DEL-015,2026-01-04,2026-01-31,146812,kWh,HT Industrial,Warehouse Bangalore
U-1214,MTR-LON-013,2026-01-05,2026-02-03,118842,kWh,Time of Use,Warehouse Bangalore
U-1215,MTR-MUM-023,2026-01-06,2026-02-02,146020,kWh,HT Industrial,Plant Delhi
U-1216,MTR-LON-008,2026-01-07,2026-02-03,81748,kWh,General Service,Warehouse Bangalore
U-1217,MTR-DEL-005,2026-01-08,2026-02-06,105506,kWh,HT Industrial,Warehouse Bangalore
U-1218,MTR-BLR-021,2026-01-09,2026-02-09,164403,kWh,Time of Use,Lab San Francisco
U-1219,MTR-MUM-009,2026-01-10,2026-02-10,167817,kWh,Commercial,Factory London
U-1220,MTR-LON-009,2026-01-11,2026-02-08,26391,kWh,Time of Use,Plant Delhi
U-1221,MTR-DEL-002,2026-01-12,2026-02-12,18809,kWh,General Service,Factory London
U-1222,MTR-SFO-008,2026-01-13,2026-02-12,116081,kWh,HT Industrial,Office Mumbai
U-1223,MTR-LON-020,2026-01-14,2026-02-27,34015,kWh,General Service,Office Mumbai
U-1224,MTR-LON-002,2026-01-15,2026-02-28,117810,kWh,HT Industrial,Warehouse Bangalore
U-1225,MTR-LON-011,2026-01-16,2026-02-14,73179,kWh,HT Industrial,Factory London
U-1226,MTR-LON-021,2026-01-17,2026-02-15,39365,kWh,General Service,Warehouse Bangalore
U-1227,MTR-MUM-023,2026-01-18,2026-02-15,94467,kWh,General Service,Office Mumbai
U-1228,MTR-SFO-017,2026-01-19,2026-02-19,131907,kWh,Green Supply,Factory London
U-1229,MTR-DEL-011,2026-01-20,2026-02-20,173876,kWh,General Service,Factory London
U-1230,MTR-LON-014,2026-01-21,2026-02-19,136013,kWh,Time of Use,Plant Delhi
U-1231,MTR-DEL-020,2026-01-22,2026-02-19,21217,kWh,Commercial,Office Mumbai
U-1232,MTR-DEL-005,2026-01-23,2026-02-23,99624,kWh,Time of Use,Lab San Francisco
U-1233,MTR-LON-022,2026-01-24,2026-03-09,53660,kWh,Green Supply,Plant Delhi
U-1234,MTR-DEL-019,2026-01-25,2026-03-10,102847,kWh,Green Supply,Warehouse Bangalore
U-1235,MTR-DEL-018,2026-01-26,2026-02-23,87696,kWh,Green Supply,Office Mumbai
U-1236,MTR-BLR-024,2026-01-27,2026-03-12,55102,kWh,HT Industrial,Plant Delhi
U-1237,MTR-SFO-002,2026-01-28,2026-02-25,135981,kWh,General Service,Factory London
U-1238,MTR-MUM-011,2026-01-29,2026-02-25,84090,kWh,HT Industrial,Factory London
U-1239,MTR-MUM-015,2026-01-30,2026-02-27,162805,kWh,Time of Use,Factory London
U-1240,MTR-SFO-018,2026-01-31,2026-03-16,98091,kWh,Time of Use,Lab San Francisco
U-1241,MTR-LON-020,2026-02-01,2026-03-03,11837,kWh,HT Industrial,Lab San Francisco
U-1242,MTR-MUM-003,2026-02-02,2026-03-04,66959,kWh,HT Industrial,Office Mumbai
U-1243,MTR-LON-004,2026-02-03,2026-03-05,150418,kWh,Time of Use,Lab San Francisco
U-1244,MTR-SFO-012,2026-02-04,2026-03-04,134477,kWh,Time of Use,Factory London
U-1245,MTR-DEL-016,2026-02-05,2026-03-21,11691,kWh,Green Supply,Factory London
U-1246,MTR-MUM-021,2026-02-06,2026-03-09,88872,kWh,Green Supply,Factory London
U-1247,MTR-LON-003,2026-02-07,2026-03-09,138195,kWh,Time of Use,Warehouse Bangalore
U-1248,MTR-BLR-015,2026-02-08,2026-03-24,36068,kWh,General Service,Factory London
U-1249,MTR-LON-004,2026-02-09,2026-03-10,56578,kWh,Commercial,Plant Delhi
U-1250,MTR-MUM-001,2026-02-10,2026-03-10,168268,kWh,HT Industrial,Lab San Francisco
U-1251,MTR-BLR-002,2026-02-11,2026-03-14,147744,kWh,Commercial,Factory London
U-1252,MTR-BLR-007,2026-02-12,2026-03-28,5780,kWh,General Service,Factory London
U-1253,MTR-BLR-023,2026-02-13,2026-03-12,165894,kWh,Green Supply,Office Mumbai
U-1254,MTR-SFO-011,2026-02-14,2026-03-14,49736,kWh,Green Supply,Lab San Francisco
U-1255,MTR-LON-020,2026-02-15,2026-03-15,117932,kWh,General Service,Plant Delhi
U-1256,MTR-MUM-008,2026-02-16,2026-04-01,57422,kWh,HT Industrial,Factory London
U-1257,MTR-MUM-006,2026-02-17,2026-03-16,144258,kWh,Time of Use,Lab San Francisco
U-1258,MTR-MUM-009,2026-02-18,2026-03-21,5715,kWh,Time of Use,Factory London
U-1259,MTR-DEL-006,2026-02-19,2026-03-18,38547,kWh,Time of Use,Factory London
U-1260,MTR-BLR-017,2026-02-20,2026-03-21,79412,kWh,Green Supply,Office Mumbai
U-1261,MTR-BLR-004,2026-02-21,2026-03-23,102312,kWh,Green Supply,Warehouse Bangalore
U-1262,MTR-SFO-025,2026-02-22,2026-03-24,51245,kWh,General Service,Plant Delhi
U-1263,MTR-DEL-019,2026-02-23,2026-03-23,162390,kWh,Commercial,Warehouse Bangalore
U-1264,MTR-SFO-016,2026-02-24,2026-03-24,15355,kWh,Time of Use,Warehouse Bangalore
U-1265,MTR-BLR-005,2026-02-25,2026-03-24,14971,kWh,Green Supply,Lab San Francisco
U-1266,MTR-MUM-021,2026-02-26,2026-04-11,149734,kWh,Commercial,Plant Delhi
U-1267,MTR-MUM-019,2026-02-27,2026-03-28,168593,kWh,Green Supply,Lab San Francisco
U-1268,MTR-MUM-014,2026-02-28,2026-04-13,56457,kWh,HT Industrial,Plant Delhi
U-1269,MTR-BLR-001,2026-03-01,2026-03-29,60871,kWh,Time of Use,Factory London
U-1270,MTR-SFO-004,2026-03-02,2026-04-15,149247,kWh,Commercial,Factory London
