Trip ID,Category,Trip Date,From Airport,To Airport,Distance Km,Unit,Nights,Employee Region
T-002059,Flight,2026-03-21,DEL,SIN,2388,km,,Singapore
T-002060,Flight,2026-03-22,SIN,BOM,,km,,Singapore
T-002061,Hotel,2026-03-23,,,,km,6,India
T-002062,Hotel,2026-03-24,,,,km,8,UAE
T-002063,Ground,2026-03-25,,,97,km,,India
T-002064,Hotel,2026-03-26,,,,km,11,India
T-002065,Ground,2026-03-27,,,3,km,,UAE
T-002066,Hotel,2026-03-28,,,,km,1,India
T-002067,Flight,2026-03-29,LHR,JFK,773,km,,UAE
T-002068,Ground,2026-03-30,,,11,km,,Singapore
T-002069,Flight,2026-03-31,SIN,LHR,9700,km,,Singapore
T-002070,Hotel,2026-04-01,,,,km,2,UK
T-002071,Hotel,2026-04-02,,,,km,12,UAE
T-002072,Flight,2026-04-03,JFK,LHR,,km,,UK
T-002073,Hotel,2026-04-04,,,,km,3,UK
T-002074,Flight,2026-04-05,JFK,BLR,3664,km,,India
T-002075,Ground,2026-04-06,,,165,km,,Singapore
T-002076,Ground,2026-04-07,,,17,km,,India
T-002077,Ground,2026-04-08,,,49,km,,Singapore
T-002078,Ground,2026-04-09,,,37,km,,India
T-002079,Flight,2026-04-10,SFO,JFK,2399,km,,UK
T-002080,Hotel,2026-04-11,,,,km,5,UK
T-002081,Hotel,2026-04-12,,,,km,12,UK
T-002082,Flight,2026-04-13,SFO,BOM,8906,km,,UK
T-002083,Hotel,2026-04-14,,,,km,1,India
T-002084,Hotel,2026-04-15,,,,km,7,UK
T-002085,Ground,2026-04-16,,,73,km,,UK
T-002086,Ground,2026-04-17,,,126,km,,UK
T-002087,Hotel,2026-04-18,,,,km,3,UK
T-002088,Hotel,2026-04-19,,,,km,10,UK
T-002089,Hotel,2026-04-20,,,,km,12,Singapore
T-002090,Flight,2026-04-21,DEL,SFO,5930,km,,UK
T-002091,Flight,2026-04-22,SIN,SFO,5906,km,,UAE
T-002092,Ground,2026-04-23,,,138,km,,Singapore
T-002093,Flight,2026-04-24,BOM,LHR,11568,km,,Singapore
T-002094,Hotel,2026-04-25,,,,km,4,UAE
T-002095,Flight,2026-04-26,BOM,SFO,10161,km,,Singapore
T-002096,Flight,2026-04-27,SFO,LHR,,km,,UAE
T-002097,Ground,2026-04-28,,,78,km,,India
T-002098,Hotel,2026-04-29,,,,km,5,Singapore
T-002099,Hotel,2026-04-30,,,,km,7,US
T-002100,Ground,2026-05-01,,,82,km,,UAE
T-002101,Ground,2026-05-02,,,64,km,,Singapore
T-002102,Ground,2026-05-03,,,125,km,,UAE
T-002103,Flight,2026-05-04,DEL,BOM,10507,km,,US
T-002104,Hotel,2026-05-05,,,,km,7,India
T-002105,Ground,2026-05-06,,,41,km,,India
T-002106,Flight,2026-05-07,SIN,JFK,8151,km,,UAE
T-002107,Flight,2026-05-08,JFK,SFO,7277,km,,India
T-002108,Hotel,2026-05-09,,,,km,1,India
T-002109,Ground,2026-05-10,,,60,km,,Singapore
T-002110,Flight,2026-05-11,BLR,LHR,792,km,,India
T-002111,Hotel,2026-05-12,,,,km,11,Singapore
T-002112,Hotel,2026-05-13,,,,km,11,UK
T-002113,Flight,2026-05-14,SIN,BOM,3122,km,,UAE
T-002114,Flight,2026-05-15,SIN,JFK,4083,km,,US
T-002115,Ground,2026-05-16,,,156,km,,US
T-002116,Ground,2026-05-17,,,46,km,,Singapore
T-002117,Flight,2026-05-18,DXB,BOM,2372,km,,India
T-002118,Flight,2026-05-19,SFO,BOM,6110,km,,India
T-002119,Hotel,2026-05-20,,,,km,7,UK
T-002120,Flight,2026-05-21,BOM,SIN,,km,,UAE
T-002121,Flight,2026-05-22,BOM,DEL,3469,km,,US
T-002122,Hotel,2026-05-23,,,,km,8,India
T-002123,Ground,2026-05-24,,,29,km,,Singapore
T-002124,Hotel,2026-05-25,,,,km,6,UK
T-002125,Hotel,2026-05-26,,,,km,4,UK
T-002126,Hotel,2026-05-27,,,,km,5,Singapore
T-002127,Ground,2026-05-28,,,173,km,,UAE
T-002128,Ground,2026-05-29,,,74,km,,US
T-002129,Hotel,2026-05-30,,,,km,4,India
T-002130,Ground,2026-05-31,,,97,km,,UK
T-002131,Ground,2026-06-01,,,124,km,,Singapore
T-002132,Flight,2026-06-02,SFO,BOM,,km,,India
T-002133,Flight,2026-06-03,BLR,SFO,4199,km,,US
T-002134,Hotel,2026-06-04,,,,km,5,UK
T-002135,Ground,2026-06-05,,,42,km,,UAE
T-002136,Ground,2026-06-06,,,131,km,,UK
T-002137,Hotel,2026-06-07,,,,km,10,UAE
T-002138,Hotel,2026-06-08,,,,km,9,US
T-002139,Hotel,2026-06-09,,,,km,6,US
T-002140,Hotel,2026-06-10,,,,km,1,US
T-002141,Flight,2026-06-11,BLR,BOM,8264,km,,UAE
T-002142,Flight,2026-06-12,BOM,SIN,1155,km,,Singapore
T-002143,Flight,2026-06-13,DXB,SFO,11058,km,,UAE
T-002144,Ground,2026-06-14,,,48,km,,US
T-002145,Ground,2026-06-15,,,69,km,,UAE
T-002146,Ground,2026-06-16,,,61,km,,UAE
T-002147,Flight,2026-06-17,SFO,DEL,9394,km,,UK
T-002148,Flight,2026-06-18,BLR,DXB,,km,,UAE
T-002149,Flight,2026-06-19,BOM,SFO,9232,km,,US
T-002150,Flight,2026-06-20,BOM,DXB,333,km,,UAE
T-002151,Hotel,2026-06-21,,,,km,4,US
T-002152,Hotel,2026-06-22,,,,km,5,Singapore
T-002153,Ground,2026-06-23,,,127,km,,UAE
T-002154,Hotel,2026-06-24,,,,km,9,UK
T-002155,Hotel,2026-06-25,,,,km,9,Singapore
T-002156,Flight,2026-06-26,BOM,JFK,,km,,UAE
T-002157,Flight,2026-06-27,LHR,BLR,5152,km,,India
T-002158,Ground,2026-06-28,,,32,km,,Singapore
T-002159,Flight,2026-06-29,BOM,SFO,3164,km,,Singapore
T-002160,Flight,2026-01-01,SFO,DXB,,km,,UAE
T-002161,Flight,2026-01-02,BLR,JFK,10580,km,,UAE
T-002162,Ground,2026-01-03,,,145,km,,UK
T-002163,Hotel,2026-01-04,,,,km,4,UK
T-002164,Hotel,2026-01-05,,,,km,3,UK
T-002165,Ground,2026-01-06,,,113,km,,Singapore
T-002166,Hotel,2026-01-07,,,,km,6,India
T-002167,Hotel,2026-01-08,,,,km,4,Singapore
T-002168,Ground,2026-01-09,,,179,km,,UAE
T-002169,Flight,2026-01-10,JFK,BLR,10902,km,,US
T-002170,Hotel,2026-01-11,,,,km,5,UAE
T-002171,Flight,2026-01-12,BOM,DEL,12025,km,,UAE
T-002172,Hotel,2026-01-13,,,,km,6,UAE
T-002173,Ground,2026-01-14,,,105,km,,UK
T-002174,Flight,2026-01-15,LHR,SIN,10461,km,,Singapore
T-002175,Hotel,2026-01-16,,,,km,8,US
T-002176,Flight,2026-01-17,BOM,BLR,,km,,India
T-002177,Ground,2026-01-18,,,71,km,,Singapore
T-002178,Hotel,2026-01-19,,,,km,2,Singapore
T-002179,Ground,2026-01-20,,,5,km,,India
T-002180,Hotel,2026-01-21,,,,km,5,US
T-002181,Flight,2026-01-22,SIN,LHR,6022,km,,UK
T-002182,Ground,2026-01-23,,,157,km,,India
T-002183,Flight,2026-01-24,SFO,LHR,5100,km,,UK
T-002184,Ground,2026-01-25,,,101,km,,UAE
T-002185,Hotel,2026-01-26,,,,km,7,US
T-002186,Hotel,2026-01-27,,,,km,10,US
T-002187,Hotel,2026-01-28,,,,km,6,India
T-002188,Flight,2026-01-29,BOM,DEL,,km,,India
T-002189,Hotel,2026-01-30,,,,km,8,Singapore
T-002190,Hotel,2026-01-31,,,,km,6,UK
T-002191,Flight,2026-02-01,DEL,LHR,5336,km,,UAE
T-002192,Ground,2026-02-02,,,70,km,,India
T-002193,Flight,2026-02-03,BLR,LHR,10257,km,,UAE
T-002194,Flight,2026-02-04,DXB,JFK,5324,km,,India
T-002195,Ground,2026-02-05,,,164,km,,US
T-002196,Flight,2026-02-06,DEL,BLR,,km,,UAE
T-002197,Hotel,2026-02-07,,,,km,8,UK
T-002198,Hotel,2026-02-08,,,,km,1,UK
T-002199,Flight,2026-02-09,BLR,SIN,11129,km,,US
T-002200,Hotel,2026-02-10,,,,km,6,UAE
T-002201,Ground,2026-02-11,,,130,km,,UAE
T-002202,Hotel,2026-02-12,,,,km,5,Singapore
T-002203,Hotel,2026-02-13,,,,km,9,US
T-002204,Flight,2026-02-14,SFO,DXB,,km,,UK
T-002205,Ground,2026-02-15,,,143,km,,Singapore
T-002206,Flight,2026-02-16,JFK,SFO,3882,km,,India
T-002207,Flight,2026-02-17,JFK,BOM,9447,km,,UK
T-002208,Ground,2026-02-18,,,149,km,,UAE
T-002209,Ground,2026-02-19,,,63,km,,UAE
T-002210,Flight,2026-02-20,BOM,DEL,6964,km,,UAE
T-002211,Ground,2026-02-21,,,55,km,,Singapore
T-002212,Hotel,2026-02-22,,,,km,12,UAE
T-002213,Hotel,2026-02-23,,,,km,1,UAE
T-002214,Hotel,2026-02-24,,,,km,4,UK
T-002215,Ground,2026-02-25,,,94,km,,Singapore
T-002216,Ground,2026-02-26,,,130,km,,US
T-002217,Ground,2026-02-27,,,71,km,,UAE
T-002218,Flight,2026-02-28,LHR,DXB,9870,km,,Singapore
T-002219,Ground,2026-03-01,,,75,km,,UK
T-002220,Hotel,2026-03-02,,,,km,3,Singapore
T-002221,Flight,2026-03-03,BOM,DXB,2282,km,,Singapore
T-002222,Flight,2026-03-04,JFK,LHR,9276,km,,UK
T-002223,Flight,2026-03-05,BOM,SIN,7178,km,,Singapore
T-002224,Ground,2026-03-06,,,40,km,,UAE
T-002225,Ground,2026-03-07,,,88,km,,UK
T-002226,Hotel,2026-03-08,,,,km,11,UAE
T-002227,Flight,2026-03-09,LHR,DXB,5184,km,,UAE
T-002228,Ground,2026-03-10,,,105,km,,UK
T-002229,Flight,2026-03-11,BOM,BLR,455,km,,UK
T-002230,Flight,2026-03-12,DXB,JFK,11908,km,,Singapore
T-002231,Hotel,2026-03-13,,,,km,11,Singapore
T-002232,Flight,2026-03-14,SFO,JFK,,km,,UK
T-002233,Ground,2026-03-15,,,139,km,,Singapore
T-002234,Flight,2026-03-16,BOM,SIN,2465,km,,UAE
T-002235,Ground,2026-03-17,,,49,km,,UK
T-002236,Ground,2026-03-18,,,68,km,,UK
T-002237,Flight,2026-03-19,JFK,BLR,7860,km,,India
T-002238,Flight,2026-03-20,BLR,LHR,3699,km,,US
T-002239,Ground,2026-03-21,,,128,km,,UAE
T-002240,Flight,2026-03-22,BOM,SIN,,km,,India
T-002241,Ground,2026-03-23,,,18,km,,UK
T-002242,Flight,2026-03-24,BLR,SIN,4911,km,,India
T-002243,Hotel,2026-03-25,,,,km,9,UK
T-002244,Hotel,2026-03-26,,,,km,11,UAE
T-002245,Ground,2026-03-27,,,20,km,,US
T-002246,Flight,2026-03-28,BOM,DEL,12308,km,,UAE
T-002247,Ground,2026-03-29,,,108,km,,UAE
T-002248,Flight,2026-03-30,BLR,SFO,,km,,UK
T-002249,Ground,2026-03-31,,,7,km,,US
T-002250,Flight,2026-04-01,DEL,JFK,6258,km,,US
T-002251,Flight,2026-04-02,BLR,LHR,7008,km,,US
T-002252,Hotel,2026-04-03,,,,km,7,India
T-002253,Hotel,2026-04-04,,,,km,8,UAE
T-002254,Flight,2026-04-05,DXB,BOM,9271,km,,UAE
T-002255,Flight,2026-04-06,SFO,JFK,11811,km,,US
T-002256,Ground,2026-04-07,,,5,km,,UAE
T-002257,Hotel,2026-04-08,,,,km,12,UAE
T-002258,Hotel,2026-04-09,,,,km,4,India
T-002259,Ground,2026-04-10,,,83,km,,Singapore
T-002260,Hotel,2026-04-11,,,,km,6,US
T-002261,Flight,2026-04-12,SFO,SIN,6870,km,,US
T-002262,Ground,2026-04-13,,,127,km,,UAE
T-002263,Ground,2026-04-14,,,32,km,,UK
T-002264,Flight,2026-04-15,DEL,SIN,,km,,Singapore
T-002265,Hotel,2026-04-16,,,,km,7,UK
T-002266,Ground,2026-04-17,,,106,km,,UAE
T-002267,Flight,2026-04-18,LHR,DEL,5727,km,,India
T-002268,Hotel,2026-04-19,,,,km,11,UAE
T-002269,Flight,2026-04-20,BLR,BOM,11620,km,,Singapore
T-002270,Hotel,2026-04-21,,,,km,7,Singapore
T-002271,Flight,2026-04-22,LHR,SFO,1510,km,,UAE
T-002272,Ground,2026-04-23,,,179,km,,Singapore
T-002273,Hotel,2026-04-24,,,,km,11,India
T-002274,Hotel,2026-04-25,,,,km,4,Singapore
T-002275,Hotel,2026-04-26,,,,km,8,India
T-002276,Ground,2026-04-27,,,68,km,,India
T-002277,Hotel,2026-04-28,,,,km,2,India
T-002278,Hotel,2026-04-29,,,,km,2,UK
T-002279,Ground,2026-04-30,,,178,km,,US
T-002280,Flight,2026-05-01,DEL,SFO,,km,,India
T-002281,Hotel,2026-05-02,,,,km,8,UAE
T-002282,Ground,2026-05-03,,,60,km,,US
T-002283,Ground,2026-05-04,,,34,km,,UK
T-002284,Flight,2026-05-05,BOM,SIN,,km,,UAE
T-002285,Hotel,2026-05-06,,,,km,2,US
T-002286,Hotel,2026-05-07,,,,km,8,UAE
T-002287,Hotel,2026-05-08,,,,km,7,India
T-002288,Hotel,2026-05-09,,,,km,7,India
T-002289,Hotel,2026-05-10,,,,km,4,Singapore
T-002290,Hotel,2026-05-11,,,,km,2,India
T-002291,Ground,2026-05-12,,,141,km,,UK
T-002292,Ground,2026-05-13,,,67,km,,UK
T-002293,Flight,2026-05-14,BLR,DXB,2305,km,,UK
T-002294,Hotel,2026-05-15,,,,km,12,UK
T-002295,Flight,2026-05-16,JFK,DEL,6866,km,,India
T-002296,Ground,2026-05-17,,,67,km,,India
T-002297,Hotel,2026-05-18,,,,km,4,Singapore
T-002298,Ground,2026-05-19,,,29,km,,US
T-002299,Ground,2026-05-20,,,68,km,,UK
T-002300,Flight,2026-05-21,BOM,DXB,,km,,India
T-002301,Flight,2026-05-22,DEL,BOM,3080,km,,India
T-002302,Ground,2026-05-23,,,17,km,,UK
T-002303,Ground,2026-05-24,,,131,km,,UK
T-002304,Ground,2026-05-25,,,69,km,,UAE
T-002305,Hotel,2026-05-26,,,,km,4,US
T-002306,Hotel,2026-05-27,,,,km,8,Singapore
T-002307,Ground,2026-05-28,,,83,km,,US
T-002308,Flight,2026-05-29,SIN,DXB,,km,,UK
T-002309,Ground,2026-05-30,,,84,km,,US
T-002310,Flight,2026-05-31,JFK,DXB,5596,km,,UK
T-002311,Flight,2026-06-01,LHR,BLR,2251,km,,Singapore
T-002312,Ground,2026-06-02,,,115,km,,UK
T-002313,Hotel,2026-06-03,,,,km,7,US
T-002314,Hotel,2026-06-04,,,,km,1,UAE
T-002315,Flight,2026-06-05,DEL,JFK,3530,km,,UAE
T-002316,Hotel,2026-06-06,,,,km,6,UK
T-002317,Hotel,2026-06-07,,,,km,9,US
T-002318,Flight,2026-06-08,DXB,BLR,749,km,,US
T-002319,Flight,2026-06-09,DEL,DXB,1042,km,,UAE
T-002320,Flight,2026-06-10,BLR,BOM,,km,,US
T-002321,Ground,2026-06-11,,,26,km,,UK
T-002322,Hotel,2026-06-12,,,,km,11,UAE
T-002323,Hotel,2026-06-13,,,,km,7,US
T-002324,Hotel,2026-06-14,,,,km,6,Singapore
T-002325,Hotel,2026-06-15,,,,km,7,UK
T-002326,Flight,2026-06-16,DEL,BLR,9355,km,,India
T-002327,Flight,2026-06-17,BLR,JFK,3816,km,,Singapore
T-002328,Flight,2026-06-18,LHR,DXB,,km,,Singapore
T-002329,Hotel,2026-06-19,,,,km,7,UAE
T-002330,Ground,2026-06-20,,,121,km,,US
T-002331,Flight,2026-06-21,BOM,BLR,6814,km,,US
T-002332,Hotel,2026-06-22,,,,km,1,Singapore
T-002333,Flight,2026-06-23,BLR,SIN,11302,km,,India
T-002334,Flight,2026-06-24,BOM,SIN,3165,km,,UAE
T-002335,Flight,2026-06-25,LHR,BLR,7774,km,,US
T-002336,Hotel,2026-06-26,,,,km,5,Singapore
T-002337,Ground,2026-06-27,,,105,km,,Singapore
T-002338,Flight,2026-06-28,DXB,JFK,9086,km,,UAE
T-002339,Ground,2026-06-29,,,125,km,,UK
T-002340,Ground,2026-01-01,,,4,km,,India
T-002341,Flight,2026-01-02,SFO,DXB,1342,km,,UAE
T-002342,Ground,2026-01-03,,,148,km,,US
T-002343,Ground,2026-01-04,,,104,km,,Singapore
T-002344,Flight,2026-01-05,DXB,BOM,,km,,Singapore
T-002345,Ground,2026-01-06,,,90,km,,US
T-002346,Flight,2026-01-07,DXB,SIN,636,km,,Singapore
T-002347,Hotel,2026-01-08,,,,km,10,Singapore
T-002348,Ground,2026-01-09,,,38,km,,India
T-002349,Ground,2026-01-10,,,126,km,,Singapore
T-002350,Hotel,2026-01-11,,,,km,12,UAE
T-002351,Ground,2026-01-12,,,105,km,,India
T-002352,Ground,2026-01-13,,,143,km,,India
T-002353,Ground,2026-01-14,,,46,km,,US
T-002354,Flight,2026-01-15,LHR,SIN,4034,km,,UAE
T-002355,Ground,2026-01-16,,,153,km,,Singapore
T-002356,Hotel,2026-01-17,,,,km,3,Singapore
T-002357,Flight,2026-01-18,BOM,DEL,6525,km,,UAE
T-002358,Hotel,2026-01-19,,,,km,1,Singapore
T-002359,Ground,2026-01-20,,,21,km,,US
T-002360,Hotel,2026-01-21,,,,km,11,UK
T-002361,Hotel,2026-01-22,,,,km,4,US
T-002362,Hotel,2026-01-23,,,,km,2,UAE
T-002363,Ground,2026-01-24,,,13,km,,Singapore
T-002364,Flight,2026-01-25,SFO,DXB,,km,,Singapore
T-002365,Flight,2026-01-26,DEL,SFO,5504,km,,India
T-002366,Flight,2026-01-27,DXB,BOM,476,km,,UK
T-002367,Flight,2026-01-28,BOM,DEL,4165,km,,Singapore
T-002368,Hotel,2026-01-29,,,,km,11,UAE
T-002369,Flight,2026-01-30,DXB,DEL,10846,km,,UK
T-002370,Hotel,2026-01-31,,,,km,5,India
T-002371,Hotel,2026-02-01,,,,km,1,Singapore
T-002372,Ground,2026-02-02,,,143,km,,UK
T-002373,Ground,2026-02-03,,,9,km,,Singapore
T-002374,Flight,2026-02-04,SFO,DEL,5681,km,,India
T-002375,Hotel,2026-02-05,,,,km,11,Singapore
T-002376,Ground,2026-02-06,,,46,km,,Singapore
T-002377,Hotel,2026-02-07,,,,km,3,India
T-002378,Ground,2026-02-08,,,117,km,,India
T-002379,Flight,2026-02-09,LHR,DEL,3513,km,,UAE
T-002380,Hotel,2026-02-10,,,,km,2,UK
T-002381,Hotel,2026-02-11,,,,km,1,UAE
T-002382,Flight,2026-02-12,SIN,BLR,2114,km,,US
T-002383,Flight,2026-02-13,BOM,SIN,7699,km,,India
T-002384,Flight,2026-02-14,BOM,DXB,,km,,India
T-002385,Ground,2026-02-15,,,139,km,,UK
T-002386,Ground,2026-02-16,,,122,km,,US
T-002387,Ground,2026-02-17,,,119,km,,India
T-002388,Flight,2026-02-18,BOM,SIN,,km,,US
T-002389,Hotel,2026-02-19,,,,km,3,UK
T-002390,Hotel,2026-02-20,,,,km,8,Singapore
T-002391,Ground,2026-02-21,,,86,km,,India
T-002392,Flight,2026-02-22,SIN,JFK,,km,,US
T-002393,Ground,2026-02-23,,,28,km,,US
T-002394,Flight,2026-02-24,JFK,LHR,10580,km,,US
T-002395,Hotel,2026-02-25,,,,km,2,UAE
T-002396,Ground,2026-02-26,,,17,km,,US
T-002397,Hotel,2026-02-27,,,,km,5,India
T-002398,Hotel,2026-02-28,,,,km,10,UK
T-002399,Ground,2026-03-01,,,48,km,,India
T-002400,Ground,2026-03-02,,,91,km,,US
T-002401,Hotel,2026-03-03,,,,km,1,UAE
T-002402,Ground,2026-03-04,,,125,km,,US
T-002403,Flight,2026-03-05,JFK,SFO,2172,km,,UAE
T-002404,Ground,2026-03-06,,,133,km,,UAE
T-002405,Flight,2026-03-07,BLR,LHR,6979,km,,UAE
T-002406,Ground,2026-03-08,,,27,km,,US
T-002407,Ground,2026-03-09,,,135,km,,Singapore
T-002408,Flight,2026-03-10,DEL,SFO,,km,,UAE
T-002409,Hotel,2026-03-11,,,,km,12,Singapore
T-002410,Flight,2026-03-12,BLR,DXB,1556,km,,US
T-002411,Hotel,2026-03-13,,,,km,6,UAE
T-002412,Ground,2026-03-14,,,50,km,,Singapore
T-002413,Ground,2026-03-15,,,103,km,,UK
T-002414,Flight,2026-03-16,SIN,SFO,7927,km,,India
T-002415,Ground,2026-03-17,,,25,km,,UK
T-002416,Flight,2026-03-18,DXB,DEL,,km,,UK
T-002417,Flight,2026-03-19,JFK,SFO,8586,km,,UK
T-002418,Hotel,2026-03-20,,,,km,3,UK
T-002419,Ground,2026-03-21,,,31,km,,UAE
T-002420,Hotel,2026-03-22,,,,km,7,India
T-002421,Flight,2026-03-23,BLR,SIN,8650,km,,Singapore
T-002422,Ground,2026-03-24,,,80,km,,UAE
T-002423,Ground,2026-03-25,,,157,km,,US
T-002424,Hotel,2026-03-26,,,,km,4,India
T-002425,Flight,2026-03-27,DEL,LHR,9894,km,,India
T-002426,Flight,2026-03-28,DXB,SFO,8531,km,,US
T-002427,Flight,2026-03-29,SIN,JFK,2301,km,,UAE
T-002428,Ground,2026-03-30,,,172,km,,UAE
T-002429,Flight,2026-03-31,SIN,DXB,7702,km,,UK
T-002430,Flight,2026-04-01,SIN,BOM,9210,km,,Singapore
T-002431,Ground,2026-04-02,,,20,km,,India
T-002432,Flight,2026-04-03,SFO,LHR,,km,,Singapore
T-002433,Ground,2026-04-04,,,171,km,,US
T-002434,Ground,2026-04-05,,,144,km,,UK
T-002435,Flight,2026-04-06,DEL,SFO,2914,km,,Singapore
T-002436,Flight,2026-04-07,JFK,SFO,,km,,UK
T-002437,Hotel,2026-04-08,,,,km,1,UAE
T-002438,Ground,2026-04-09,,,162,km,,UK
T-002439,Ground,2026-04-10,,,100,km,,India
T-002440,Flight,2026-04-11,DXB,BLR,,km,,UK
T-002441,Hotel,2026-04-12,,,,km,10,UAE
T-002442,Hotel,2026-04-13,,,,km,3,US
T-002443,Ground,2026-04-14,,,84,km,,UAE
T-002444,Flight,2026-04-15,DXB,BOM,,km,,US
T-002445,Flight,2026-04-16,DEL,LHR,1077,km,,UK
T-002446,Flight,2026-04-17,LHR,BLR,5842,km,,US
T-002447,Flight,2026-04-18,SFO,BOM,3590,km,,UAE
T-002448,Hotel,2026-04-19,,,,km,1,UK
T-002449,Hotel,2026-04-20,,,,km,10,Singapore
T-002450,Flight,2026-04-21,SFO,JFK,5250,km,,UAE
T-002451,Flight,2026-04-22,BLR,SIN,8432,km,,US
T-002452,Flight,2026-04-23,BOM,BLR,,km,,India
T-002453,Hotel,2026-04-24,,,,km,5,US
T-002454,Hotel,2026-04-25,,,,km,11,UK
T-002455,Hotel,2026-04-26,,,,km,7,India
T-002456,Ground,2026-04-27,,,18,km,,Singapore
T-002457,Hotel,2026-04-28,,,,km,8,UK
T-002458,Flight,2026-04-29,DEL,SFO,6898,km,,US
T-002459,Hotel,2026-04-30,,,,km,7,UK
T-002460,Flight,2026-05-01,JFK,SFO,,km,,India
T-002461,Flight,2026-05-02,SIN,DEL,6777,km,,US
T-002462,Flight,2026-05-03,SFO,LHR,4699,km,,UAE
T-002463,Hotel,2026-05-04,,,,km,11,UK
T-002464,Hotel,2026-05-05,,,,km,8,India
T-002465,Flight,2026-05-06,DEL,DXB,7913,km,,India
T-002466,Flight,2026-05-07,DXB,BLR,9771,km,,India
T-002467,Hotel,2026-05-08,,,,km,5,India
T-002468,Ground,2026-05-09,,,115,km,,UAE
T-002469,Hotel,2026-05-10,,,,km,2,US
T-002470,Ground,2026-05-11,,,115,km,,UK
T-002471,Flight,2026-05-12,BOM,BLR,7289,km,,India
T-002472,Flight,2026-05-13,DEL,JFK,,km,,Singapore
T-002473,Hotel,2026-05-14,,,,km,8,US
T-002474,Flight,2026-05-15,LHR,DXB,5419,km,,UK
T-002475,Flight,2026-05-16,LHR,DXB,7994,km,,India
T-002476,Flight,2026-05-17,DEL,SFO,,km,,US
T-002477,Ground,2026-05-18,,,51,km,,UAE
T-002478,Hotel,2026-05-19,,,,km,3,Singapore
T-002479,Hotel,2026-05-20,,,,km,11,UK
T-002480,Ground,2026-05-21,,,50,km,,UAE
T-002481,Ground,2026-05-22,,,128,km,,US
T-002482,Ground,2026-05-23,,,163,km,,US
T-002483,Hotel,2026-05-24,,,,km,2,UK
T-002484,Ground,2026-05-25,,,44,km,,US
T-002485,Hotel,2026-05-26,,,,km,10,US
T-002486,Ground,2026-05-27,,,179,km,,UAE
T-002487,Hotel,2026-05-28,,,,km,1,UAE
T-002488,Flight,2026-05-29,BOM,SFO,,km,,Singapore
T-002489,Hotel,2026-05-30,,,,km,11,US
T-002490,Ground,2026-05-31,,,75,km,,Singapore
T-002491,Ground,2026-06-01,,,4,km,,UAE
T-002492,Flight,2026-06-02,DXB,BLR,,km,,UK
T-002493,Hotel,2026-06-03,,,,km,7,UK
T-002494,Flight,2026-06-04,BLR,SFO,12350,km,,India
T-002495,Hotel,2026-06-05,,,,km,3,Singapore
T-002496,Ground,2026-06-06,,,118,km,,Singapore
T-002497,Flight,2026-06-07,LHR,SIN,7873,km,,UAE
T-002498,Flight,2026-06-08,DXB,DEL,3547,km,,India
T-002499,Hotel,2026-06-09,,,,km,9,UAE
T-002500,Ground,2026-06-10,,,145,km,,India
T-002501,Flight,2026-06-11,DEL,DXB,2186,km,,Singapore
T-002502,Ground,2026-06-12,,,98,km,,US
T-002503,Hotel,2026-06-13,,,,km,7,US
T-002504,Hotel,2026-06-14,,,,km,3,India
T-002505,Flight,2026-06-15,SIN,BLR,1728,km,,UK
T-002506,Flight,2026-06-16,LHR,SIN,4333,km,,UK
T-002507,Hotel,2026-06-17,,,,km,2,UK
T-002508,Hotel,2026-06-18,,,,km,5,UAE
T-002509,Hotel,2026-06-19,,,,km,1,India
T-002510,Ground,2026-06-20,,,55,km,,UK
T-002511,Hotel,2026-06-21,,,,km,9,US
T-002512,Ground,2026-06-22,,,51,km,,Singapore
T-002513,Ground,2026-06-23,,,28,km,,UAE
T-002514,Flight,2026-06-24,SIN,DXB,7798,km,,Singapore
T-002515,Hotel,2026-06-25,,,,km,5,UAE
T-002516,Hotel,2026-06-26,,,,km,8,India
T-002517,Ground,2026-06-27,,,69,km,,Singapore
T-002518,Flight,2026-06-28,JFK,SIN,983,km,,UAE
T-002519,Flight,2026-06-29,SIN,DEL,926,km,,UAE
T-002520,Flight,2026-01-01,LHR,DEL,,km,,Singapore
T-002521,Ground,2026-01-02,,,83,km,,UK
T-002522,Hotel,2026-01-03,,,,km,8,US
T-002523,Hotel,2026-01-04,,,,km,7,UK
T-002524,Ground,2026-01-05,,,80,km,,India
T-002525,Hotel,2026-01-06,,,,km,2,Singapore
T-002526,Ground,2026-01-07,,,55,km,,UK
T-002527,Ground,2026-01-08,,,131,km,,UK
T-002528,Ground,2026-01-09,,,108,km,,Singapore
T-002529,Hotel,2026-01-10,,,,km,6,Singapore
T-002530,Flight,2026-01-11,BLR,JFK,559,km,,Singapore
T-002531,Ground,2026-01-12,,,31,km,,US
T-002532,Ground,2026-01-13,,,153,km,,India
T-002533,Ground,2026-01-14,,,158,km,,India
T-002534,Hotel,2026-01-15,,,,km,3,India
T-002535,Hotel,2026-01-16,,,,km,3,UAE
T-002536,Flight,2026-01-17,JFK,LHR,,km,,India
T-002537,Hotel,2026-01-18,,,,km,2,India
T-002538,Hotel,2026-01-19,,,,km,11,Singapore
T-002539,Ground,2026-01-20,,,117,km,,India
T-002540,Hotel,2026-01-21,,,,km,7,India
T-002541,Flight,2026-01-22,JFK,DEL,7266,km,,Singapore
T-002542,Ground,2026-01-23,,,117,km,,India
