Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-US-03,21.02.2026,4900002151,BioFuel-X,68126,gal,OPS-5895,Delhi Gas Utility
PLT-IN-02,2026/02/22,4900002152,LPG,43326,ltr,OPS-6928,Metro Industrial Fuels
PLT-UK-04,02-23-2026,4900002153,Natural Gas,1337,Liters,OPS-4615,Metro Industrial Fuels
PLT-US-03,24.02.2026,4900002154,Natural Gas,8838,L,OPS-4816,ACME Fuels GmbH
PLT-US-03,2026/02/25,4900002155,Diesel,70531,therm,OPS-4250,Metro Industrial Fuels
PLT-US-03,02-26-2026,4900002156,LPG,20556,L,OPS-4925,Northstar Energy
PLT-US-03,27.02.2026,4900002157,Petrol,1901,ltr,OPS-5745,Northstar Energy
PLT-UK-04,2026/02/28,4900002158,Petrol,48189,gal,OPS-6298,Delhi Gas Utility
PLT-IN-02,03-01-2026,4900002159,Diesel,10204,gal,OPS-6992,Delhi Gas Utility
PLT-US-03,02.03.2026,4900002160,LPG,36748,ltr,OPS-4419,Delhi Gas Utility
PLT-UK-04,2026/03/03,4900002161,Petrol,68511,gal,OPS-6357,Northstar Energy
PLT-IN-02,03-04-2026,4900002162,Diesel,62100,ltr,OPS-4949,Delhi Gas Utility
PLT-IN-02,05.03.2026,4900002163,Natural Gas,12021,gal,OPS-4675,Metro Industrial Fuels
PLT-DE-01,2026/03/06,4900002164,Diesel,82,Liters,OPS-4561,Metro Industrial Fuels
PLT-US-03,03-07-2026,4900002165,Petrol,55808,therm,OPS-6049,ACME Fuels GmbH
PLT-UK-04,08.03.2026,4900002166,BioFuel-X,31608,gal,OPS-5579,Metro Industrial Fuels
PLT-SG-05,2026/03/09,4900002167,Petrol,46579,Liters,OPS-6173,ACME Fuels GmbH
PLT-US-03,03-10-2026,4900002168,Natural Gas,28086,ltr,OPS-5790,Metro Industrial Fuels
PLT-DE-01,11.03.2026,4900002169,LPG,64287,Liters,OPS-5783,Northstar Energy
PLT-US-03,2026/03/12,4900002170,BioFuel-X,23382,L,OPS-6744,Northstar Energy
PLT-SG-05,03-13-2026,4900002171,LPG,55634,ltr,OPS-4782,Metro Industrial Fuels
PLT-DE-01,14.03.2026,4900002172,Natural Gas,49097,ltr,OPS-5810,Northstar Energy
PLT-DE-01,2026/03/15,4900002173,LPG,68994,ltr,OPS-5271,Northstar Energy
PLT-US-03,03-16-2026,4900002174,LPG,12384,Liters,OPS-4053,Northstar Energy
PLT-UK-04,17.03.2026,4900002175,BioFuel-X,4444,Liters,OPS-4179,Northstar Energy
PLT-SG-05,2026/03/18,4900002176,Diesel,35986,L,OPS-6941,Metro Industrial Fuels
PLT-IN-02,03-19-2026,4900002177,BioFuel-X,59619,therm,OPS-6652,ACME Fuels GmbH
PLT-DE-01,20.03.2026,4900002178,LPG,5056,Liters,OPS-6921,Delhi Gas Utility
PLT-DE-01,2026/03/21,4900002179,BioFuel-X,23237,ltr,OPS-4489,ACME Fuels GmbH
PLT-US-03,03-22-2026,4900002180,Diesel,58164,L,OPS-6228,Northstar Energy
PLT-DE-01,23.03.2026,4900002181,Petrol,25501,gal,OPS-6752,Northstar Energy
PLT-US-03,2026/03/24,4900002182,LPG,22229,gal,OPS-4058,Metro Industrial Fuels
PLT-DE-01,03-25-2026,4900002183,Natural Gas,54625,L,OPS-6054,Delhi Gas Utility
PLT-IN-02,26.03.2026,4900002184,BioFuel-X,34998,L,OPS-4182,Northstar Energy
PLT-UK-04,2026/03/27,4900002185,Natural Gas,26091,gal,OPS-6602,ACME Fuels GmbH
PLT-SG-05,03-28-2026,4900002186,Petrol,40834,Liters,OPS-4482,Northstar Energy
PLT-DE-01,29.03.2026,4900002187,LPG,61162,gal,OPS-5896,ACME Fuels GmbH
PLT-IN-02,2026/03/30,4900002188,Diesel,15288,L,OPS-4760,Northstar Energy
PLT-DE-01,03-31-2026,4900002189,Natural Gas,2685,ltr,OPS-6613,Northstar Energy
PLT-IN-02,01.04.2026,4900002190,Petrol,60388,L,OPS-6788,Delhi Gas Utility
PLT-DE-01,2026/04/02,4900002191,BioFuel-X,17447,Liters,OPS-6891,Northstar Energy
PLT-IN-02,04-03-2026,4900002192,LPG,23381,Liters,OPS-5292,Metro Industrial Fuels
PLT-US-03,04.04.2026,4900002193,Natural Gas,29667,ltr,OPS-4725,Northstar Energy
PLT-US-03,2026/04/05,4900002194,Diesel,34044,therm,OPS-6006,Northstar Energy
PLT-SG-05,04-06-2026,4900002195,BioFuel-X,47709,Liters,OPS-6584,Delhi Gas Utility
PLT-UK-04,07.04.2026,4900002196,Natural Gas,4864,gal,OPS-6203,Delhi Gas Utility
PLT-US-03,2026/04/08,4900002197,Natural Gas,56916,Liters,OPS-5401,Northstar Energy
PLT-IN-02,04-09-2026,4900002198,Petrol,11945,gal,OPS-4893,Metro Industrial Fuels
PLT-DE-01,10.04.2026,4900002199,LPG,34239,L,OPS-6696,Delhi Gas Utility
PLT-UK-04,2026/04/11,4900002200,LPG,62336,ltr,OPS-5322,Northstar Energy
PLT-SG-05,04-12-2026,4900002201,Diesel,73944,therm,OPS-5320,ACME Fuels GmbH
PLT-IN-02,13.04.2026,4900002202,BioFuel-X,47089,L,OPS-5947,Northstar Energy
PLT-IN-02,2026/04/14,4900002203,Petrol,44178,L,OPS-5254,Delhi Gas Utility
PLT-IN-02,04-15-2026,4900002204,Diesel,61239,gal,OPS-5798,Metro Industrial Fuels
PLT-UK-04,16.04.2026,4900002205,Natural Gas,57062,therm,OPS-5034,Northstar Energy
PLT-UK-04,2026/04/17,4900002206,Petrol,44336,therm,OPS-4164,Delhi Gas Utility
PLT-UK-04,04-18-2026,4900002207,BioFuel-X,66498,L,OPS-5103,Metro Industrial Fuels
PLT-SG-05,19.04.2026,4900002208,Natural Gas,3792,ltr,OPS-5231,Delhi Gas Utility
PLT-IN-02,2026/04/20,4900002209,Petrol,74497,ltr,OPS-4220,ACME Fuels GmbH
PLT-US-03,04-21-2026,4900002210,BioFuel-X,40587,ltr,OPS-5621,Delhi Gas Utility
PLT-IN-02,22.04.2026,4900002211,Natural Gas,60420,L,OPS-4704,Northstar Energy
PLT-IN-02,2026/04/23,4900002212,Natural Gas,40358,L,OPS-4832,Metro Industrial Fuels
PLT-IN-02,04-24-2026,4900002213,LPG,11868,ltr,OPS-5532,ACME Fuels GmbH
PLT-US-03,25.04.2026,4900002214,Diesel,62616,ltr,OPS-5928,Metro Industrial Fuels
PLT-UK-04,2026/04/26,4900002215,BioFuel-X,27901,therm,OPS-6892,Delhi Gas Utility
PLT-IN-02,04-27-2026,4900002216,Petrol,12609,therm,OPS-4546,Metro Industrial Fuels
PLT-UK-04,28.04.2026,4900002217,LPG,42925,Liters,OPS-5613,ACME Fuels GmbH
PLT-SG-05,2026/04/29,4900002218,Diesel,45514,therm,OPS-4908,Delhi Gas Utility
PLT-US-03,04-30-2026,4900002219,Petrol,30872,Liters,OPS-6053,ACME Fuels GmbH
PLT-IN-02,01.05.2026,4900002220,Natural Gas,52240,L,OPS-6047,Delhi Gas Utility
PLT-US-03,2026/05/02,4900002221,BioFuel-X,5849,ltr,OPS-4380,Northstar Energy
PLT-UK-04,05-03-2026,4900002222,Natural Gas,50390,ltr,OPS-5167,Northstar Energy
PLT-DE-01,04.05.2026,4900002223,Petrol,50750,therm,OPS-5727,Delhi Gas Utility
PLT-SG-05,2026/05/05,4900002224,Diesel,21485,therm,OPS-5904,ACME Fuels GmbH
PLT-UK-04,05-06-2026,4900002225,Diesel,45438,L,OPS-4658,Northstar Energy
PLT-SG-05,07.05.2026,4900002226,BioFuel-X,16924,gal,OPS-6811,Metro Industrial Fuels
PLT-UK-04,2026/05/08,4900002227,BioFuel-X,1568,therm,OPS-4223,Northstar Energy
PLT-DE-01,05-09-2026,4900002228,LPG,55753,Liters,OPS-5844,Northstar Energy
PLT-SG-05,10.05.2026,4900002229,Petrol,62118,Liters,OPS-4457,Delhi Gas Utility
PLT-UK-04,2026/05/11,4900002230,Diesel,55633,gal,OPS-4615,ACME Fuels GmbH
PLT-US-03,05-12-2026,4900002231,Natural Gas,44236,gal,OPS-6109,Metro Industrial Fuels
PLT-UK-04,13.05.2026,4900002232,Petrol,57051,L,OPS-4163,ACME Fuels GmbH
PLT-US-03,2026/05/14,4900002233,Diesel,64225,therm,OPS-6454,Northstar Energy
PLT-US-03,05-15-2026,4900002234,Petrol,33122,therm,OPS-4096,Northstar Energy
PLT-US-03,16.05.2026,4900002235,BioFuel-X,23476,Liters,OPS-4071,Metro Industrial Fuels
PLT-DE-01,2026/05/17,4900002236,LPG,42600,Liters,OPS-4457,Northstar Energy
PLT-UK-04,05-18-2026,4900002237,Natural Gas,4848,gal,OPS-4717,ACME Fuels GmbH
PLT-IN-02,19.05.2026,4900002238,Natural Gas,70171,L,OPS-6592,Metro Industrial Fuels
PLT-US-03,2026/05/20,4900002239,BioFuel-X,56555,Liters,OPS-6822,Delhi Gas Utility
PLT-UK-04,05-21-2026,4900002240,Diesel,68673,gal,OPS-4313,Northstar Energy
PLT-IN-02,22.05.2026,4900002241,LPG,48913,L,OPS-6964,ACME Fuels GmbH
PLT-DE-01,2026/05/23,4900002242,Petrol,50108,gal,OPS-6608,Northstar Energy
PLT-DE-01,05-24-2026,4900002243,Natural Gas,55431,therm,OPS-5052,ACME Fuels GmbH
PLT-IN-02,25.05.2026,4900002244,LPG,56861,L,OPS-5068,Northstar Energy
PLT-IN-02,2026/05/26,4900002245,Diesel,67426,gal,OPS-5532,Metro Industrial Fuels
PLT-US-03,05-27-2026,4900002246,Natural Gas,28257,therm,OPS-5133,ACME Fuels GmbH
PLT-US-03,28.05.2026,4900002247,Petrol,52304,ltr,OPS-4020,Metro Industrial Fuels
PLT-UK-04,2026/05/29,4900002248,Natural Gas,27199,L,OPS-5125,Northstar Energy
PLT-US-03,05-30-2026,4900002249,Diesel,60663,gal,OPS-4906,Delhi Gas Utility
PLT-IN-02,01.01.2026,4900002250,Diesel,2418,Liters,OPS-6504,Northstar Energy
PLT-UK-04,2026/01/02,4900002251,LPG,60427,gal,OPS-5346,Metro Industrial Fuels
PLT-DE-01,01-03-2026,4900002252,Petrol,62388,gal,OPS-5395,Northstar Energy
PLT-IN-02,04.01.2026,4900002253,BioFuel-X,45448,therm,OPS-6043,Delhi Gas Utility
PLT-UK-04,2026/01/05,4900002254,Petrol,69811,ltr,OPS-5650,ACME Fuels GmbH
PLT-UK-04,01-06-2026,4900002255,LPG,74933,L,OPS-5414,ACME Fuels GmbH
PLT-US-03,07.01.2026,4900002256,Petrol,27254,gal,OPS-5195,Northstar Energy
PLT-DE-01,2026/01/08,4900002257,Natural Gas,59228,therm,OPS-6559,Delhi Gas Utility
PLT-UK-04,01-09-2026,4900002258,BioFuel-X,46138,gal,OPS-4095,Northstar Energy
PLT-IN-02,10.01.2026,4900002259,BioFuel-X,72983,therm,OPS-6201,Delhi Gas Utility
PLT-DE-01,2026/01/11,4900002260,Diesel,49651,gal,OPS-5620,Delhi Gas Utility
PLT-SG-05,01-12-2026,4900002261,Petrol,27746,L,OPS-4731,Delhi Gas Utility
PLT-UK-04,13.01.2026,4900002262,Petrol,52625,gal,OPS-4891,Metro Industrial Fuels
PLT-US-03,2026/01/14,4900002263,Diesel,36603,Liters,OPS-6720,Northstar Energy
PLT-SG-05,01-15-2026,4900002264,BioFuel-X,65888,gal,OPS-4922,Metro Industrial Fuels
PLT-US-03,16.01.2026,4900002265,BioFuel-X,64908,therm,OPS-4642,Delhi Gas Utility
PLT-DE-01,2026/01/17,4900002266,LPG,52485,Liters,OPS-5368,Metro Industrial Fuels
PLT-UK-04,01-18-2026,4900002267,LPG,22629,L,OPS-6675,Metro Industrial Fuels
PLT-IN-02,19.01.2026,4900002268,Diesel,54873,therm,OPS-6534,Delhi Gas Utility
PLT-SG-05,2026/01/20,4900002269,LPG,18212,gal,OPS-4329,Metro Industrial Fuels
PLT-SG-05,01-21-2026,4900002270,Natural Gas,3042,Liters,OPS-4681,Metro Industrial Fuels
PLT-DE-01,22.01.2026,4900002271,LPG,11973,Liters,OPS-6679,Metro Industrial Fuels
PLT-IN-02,2026/01/23,4900002272,Natural Gas,72409,gal,OPS-5875,Northstar Energy
PLT-UK-04,01-24-2026,4900002273,Natural Gas,31417,ltr,OPS-5321,Delhi Gas Utility
PLT-DE-01,25.01.2026,4900002274,Natural Gas,38451,L,OPS-6365,Metro Industrial Fuels
PLT-SG-05,2026/01/26,4900002275,BioFuel-X,60237,ltr,OPS-4990,Delhi Gas Utility
PLT-DE-01,01-27-2026,4900002276,LPG,60527,gal,OPS-5356,Delhi Gas Utility
PLT-DE-01,28.01.2026,4900002277,Diesel,32144,therm,OPS-4132,Metro Industrial Fuels
PLT-UK-04,2026/01/29,4900002278,Diesel,68176,therm,OPS-5708,Northstar Energy
PLT-SG-05,01-30-2026,4900002279,LPG,70480,L,OPS-6927,ACME Fuels GmbH
PLT-DE-01,31.01.2026,4900002280,Petrol,57527,therm,OPS-5631,ACME Fuels GmbH
PLT-SG-05,2026/02/01,4900002281,BioFuel-X,47678,therm,OPS-5755,ACME Fuels GmbH
PLT-US-03,02-02-2026,4900002282,LPG,13632,ltr,OPS-4457,Delhi Gas Utility
PLT-US-03,03.02.2026,4900002283,Natural Gas,48083,therm,OPS-4995,Metro Industrial Fuels
PLT-DE-01,2026/02/04,4900002284,Petrol,27586,Liters,OPS-6629,ACME Fuels GmbH
PLT-IN-02,02-05-2026,4900002285,Petrol,60112,therm,OPS-5402,Northstar Energy
PLT-UK-04,06.02.2026,4900002286,Petrol,58334,Liters,OPS-6327,Northstar Energy
PLT-IN-02,2026/02/07,4900002287,LPG,4735,ltr,OPS-5181,ACME Fuels GmbH
PLT-SG-05,02-08-2026,4900002288,Petrol,29019,Liters,OPS-6923,Northstar Energy
PLT-SG-05,09.02.2026,4900002289,Petrol,40244,ltr,OPS-5946,Metro Industrial Fuels
PLT-IN-02,2026/02/10,4900002290,Natural Gas,38700,ltr,OPS-6488,Northstar Energy
PLT-IN-02,02-11-2026,4900002291,Diesel,50411,Liters,OPS-4866,Northstar Energy
PLT-DE-01,12.02.2026,4900002292,Petrol,19496,gal,OPS-5491,Metro Industrial Fuels
PLT-IN-02,2026/02/13,4900002293,Petrol,62567,gal,OPS-6637,Delhi Gas Utility
PLT-SG-05,02-14-2026,4900002294,Petrol,65729,Liters,OPS-5548,Metro Industrial Fuels
PLT-UK-04,15.02.2026,4900002295,Natural Gas,22217,gal,OPS-5982,Metro Industrial Fuels
PLT-US-03,2026/02/16,4900002296,Natural Gas,1915,L,OPS-5266,Delhi Gas Utility
PLT-US-03,02-17-2026,4900002297,LPG,29450,ltr,OPS-6985,ACME Fuels GmbH
PLT-UK-04,18.02.2026,4900002298,BioFuel-X,25863,Liters,OPS-6332,ACME Fuels GmbH
PLT-IN-02,2026/02/19,4900002299,Petrol,68747,ltr,OPS-6720,ACME Fuels GmbH
PLT-US-03,02-20-2026,4900002300,LPG,52281,L,OPS-4275,Northstar Energy
PLT-SG-05,21.02.2026,4900002301,Diesel,72570,gal,OPS-4229,Metro Industrial Fuels
PLT-IN-02,2026/02/22,4900002302,Natural Gas,74328,gal,OPS-5048,Delhi Gas Utility
PLT-UK-04,02-23-2026,4900002303,Natural Gas,32174,ltr,OPS-4164,Northstar Energy
PLT-DE-01,24.02.2026,4900002304,Natural Gas,72398,Liters,OPS-4260,Delhi Gas Utility
PLT-DE-01,2026/02/25,4900002305,Natural Gas,68542,Liters,OPS-4932,Delhi Gas Utility
PLT-DE-01,02-26-2026,4900002306,LPG,62608,therm,OPS-4209,Northstar Energy
PLT-UK-04,27.02.2026,4900002307,Diesel,9625,ltr,OPS-5810,ACME Fuels GmbH
PLT-DE-01,2026/02/28,4900002308,LPG,62444,ltr,OPS-6414,Delhi Gas Utility
PLT-SG-05,03-01-2026,4900002309,Diesel,63912,Liters,OPS-6382,Metro Industrial Fuels
PLT-IN-02,02.03.2026,4900002310,LPG,14667,therm,OPS-6600,Metro Industrial Fuels
PLT-UK-04,2026/03/03,4900002311,LPG,114,Liters,OPS-5108,Metro Industrial Fuels
PLT-SG-05,03-04-2026,4900002312,BioFuel-X,23188,Liters,OPS-6106,Northstar Energy
PLT-SG-05,05.03.2026,4900002313,Natural Gas,39324,Liters,OPS-5397,Northstar Energy
PLT-US-03,2026/03/06,4900002314,BioFuel-X,73616,gal,OPS-4456,Delhi Gas Utility
PLT-US-03,03-07-2026,4900002315,LPG,63958,L,OPS-5927,Metro Industrial Fuels
PLT-DE-01,08.03.2026,4900002316,BioFuel-X,21431,ltr,OPS-6756,Northstar Energy
PLT-US-03,2026/03/09,4900002317,LPG,12445,therm,OPS-4748,Delhi Gas Utility
PLT-IN-02,03-10-2026,4900002318,Petrol,14299,ltr,OPS-6055,Northstar Energy
PLT-UK-04,11.03.2026,4900002319,Diesel,41995,gal,OPS-6804,Northstar Energy
PLT-IN-02,2026/03/12,4900002320,Petrol,27613,gal,OPS-4640,Delhi Gas Utility
PLT-IN-02,03-13-2026,4900002321,LPG,51985,ltr,OPS-6713,Delhi Gas Utility
PLT-UK-04,14.03.2026,4900002322,LPG,42737,gal,OPS-5707,Northstar Energy
PLT-UK-04,2026/03/15,4900002323,Petrol,30029,Liters,OPS-5518,Delhi Gas Utility
PLT-US-03,03-16-2026,4900002324,Petrol,40188,Liters,OPS-5842,Northstar Energy
PLT-UK-04,17.03.2026,4900002325,BioFuel-X,55794,gal,OPS-4023,Metro Industrial Fuels
PLT-US-03,2026/03/18,4900002326,Natural Gas,7299,therm,OPS-5871,Northstar Energy
PLT-IN-02,03-19-2026,4900002327,Petrol,2603,ltr,OPS-5207,Northstar Energy
PLT-UK-04,20.03.2026,4900002328,BioFuel-X,3153,Liters,OPS-5334,Delhi Gas Utility
PLT-SG-05,2026/03/21,4900002329,BioFuel-X,28227,gal,OPS-5122,ACME Fuels GmbH
PLT-IN-02,03-22-2026,4900002330,Petrol,9805,ltr,OPS-6960,Metro Industrial Fuels
PLT-UK-04,23.03.2026,4900002331,BioFuel-X,61637,L,OPS-5023,Northstar Energy
PLT-DE-01,2026/03/24,4900002332,Diesel,49204,L,OPS-6619,Northstar Energy
PLT-US-03,03-25-2026,4900002333,BioFuel-X,36231,gal,OPS-5164,ACME Fuels GmbH
PLT-DE-01,26.03.2026,4900002334,Petrol,61895,ltr,OPS-5694,Delhi Gas Utility
PLT-US-03,2026/03/27,4900002335,LPG,19765,gal,OPS-4819,ACME Fuels GmbH
PLT-US-03,03-28-2026,4900002336,LPG,57493,ltr,OPS-6238,Northstar Energy
PLT-US-03,29.03.2026,4900002337,Diesel,73014,gal,OPS-4575,ACME Fuels GmbH
PLT-UK-04,2026/03/30,4900002338,Natural Gas,41201,Liters,OPS-4754,Northstar Energy
PLT-UK-04,03-31-2026,4900002339,Petrol,61434,ltr,OPS-5364,Delhi Gas Utility
PLT-SG-05,01.04.2026,4900002340,Diesel,34001,Liters,OPS-4574,ACME Fuels GmbH
PLT-UK-04,2026/04/02,4900002341,BioFuel-X,53891,therm,OPS-4196,ACME Fuels GmbH
PLT-DE-01,04-03-2026,4900002342,LPG,67193,Liters,OPS-5790,ACME Fuels GmbH
PLT-SG-05,04.04.2026,4900002343,BioFuel-X,66138,Liters,OPS-5157,Northstar Energy
PLT-SG-05,2026/04/05,4900002344,Diesel,8846,L,OPS-6286,ACME Fuels GmbH
PLT-SG-05,04-06-2026,4900002345,Diesel,69749,ltr,OPS-6350,Metro Industrial Fuels
PLT-UK-04,07.04.2026,4900002346,Petrol,25070,L,OPS-5907,Metro Industrial Fuels
PLT-DE-01,2026/04/08,4900002347,Natural Gas,19999,Liters,OPS-6653,Northstar Energy
PLT-UK-04,04-09-2026,4900002348,Diesel,59562,gal,OPS-5644,Northstar Energy
PLT-UK-04,10.04.2026,4900002349,Diesel,882,gal,OPS-4034,Delhi Gas Utility
PLT-IN-02,2026/04/11,4900002350,Petrol,42305,therm,OPS-4912,Northstar Energy
PLT-IN-02,04-12-2026,4900002351,LPG,69828,therm,OPS-5452,Delhi Gas Utility
PLT-IN-02,13.04.2026,4900002352,Petrol,24802,ltr,OPS-4743,ACME Fuels GmbH
PLT-SG-05,2026/04/14,4900002353,Diesel,3487,gal,OPS-4521,Northstar Energy
PLT-US-03,04-15-2026,4900002354,Natural Gas,9128,Liters,OPS-6695,Delhi Gas Utility
PLT-IN-02,16.04.2026,4900002355,BioFuel-X,26487,Liters,OPS-5110,Delhi Gas Utility
PLT-DE-01,2026/04/17,4900002356,Natural Gas,28523,Liters,OPS-5800,ACME Fuels GmbH
PLT-UK-04,04-18-2026,4900002357,Natural Gas,49216,L,OPS-5558,ACME Fuels GmbH
PLT-UK-04,19.04.2026,4900002358,Natural Gas,58614,therm,OPS-4842,Metro Industrial Fuels
PLT-IN-02,2026/04/20,4900002359,LPG,16388,L,OPS-6368,ACME Fuels GmbH
PLT-DE-01,04-21-2026,4900002360,BioFuel-X,21399,ltr,OPS-6477,Northstar Energy
PLT-IN-02,22.04.2026,4900002361,Natural Gas,41584,therm,OPS-4371,Northstar Energy
PLT-SG-05,2026/04/23,4900002362,Diesel,62699,Liters,OPS-5871,ACME Fuels GmbH
PLT-UK-04,04-24-2026,4900002363,BioFuel-X,1001,therm,OPS-4409,Northstar Energy
PLT-DE-01,25.04.2026,4900002364,BioFuel-X,47287,Liters,OPS-6670,Northstar Energy
PLT-UK-04,2026/04/26,4900002365,BioFuel-X,30112,L,OPS-4064,Northstar Energy
PLT-IN-02,04-27-2026,4900002366,Natural Gas,42421,L,OPS-4726,ACME Fuels GmbH
PLT-IN-02,28.04.2026,4900002367,Natural Gas,16820,gal,OPS-6847,Metro Industrial Fuels
PLT-SG-05,2026/04/29,4900002368,Natural Gas,5160,L,OPS-6707,Northstar Energy
PLT-UK-04,04-30-2026,4900002369,Natural Gas,48769,gal,OPS-5717,Delhi Gas Utility
PLT-IN-02,01.05.2026,4900002370,Natural Gas,22940,gal,OPS-5495,ACME Fuels GmbH
PLT-UK-04,2026/05/02,4900002371,Natural Gas,21332,L,OPS-5253,Metro Industrial Fuels
PLT-SG-05,05-03-2026,4900002372,Petrol,48963,Liters,OPS-4116,ACME Fuels GmbH
PLT-UK-04,04.05.2026,4900002373,Diesel,43511,L,OPS-4591,Metro Industrial Fuels
PLT-UK-04,2026/05/05,4900002374,LPG,6144,gal,OPS-6959,Delhi Gas Utility
PLT-DE-01,05-06-2026,4900002375,Petrol,20781,L,OPS-4912,ACME Fuels GmbH
PLT-DE-01,07.05.2026,4900002376,BioFuel-X,55084,L,OPS-5902,Metro Industrial Fuels
PLT-IN-02,2026/05/08,4900002377,LPG,70399,therm,OPS-6608,ACME Fuels GmbH
PLT-UK-04,05-09-2026,4900002378,Petrol,40869,therm,OPS-4525,Northstar Energy
PLT-SG-05,10.05.2026,4900002379,Diesel,70827,Liters,OPS-5957,Metro Industrial Fuels
PLT-IN-02,2026/05/11,4900002380,Natural Gas,74923,ltr,OPS-6108,Delhi Gas Utility
PLT-DE-01,05-12-2026,4900002381,Diesel,18740,ltr,OPS-6937,Metro Industrial Fuels
PLT-DE-01,13.05.2026,4900002382,Natural Gas,37051,gal,OPS-4926,Northstar Energy
PLT-US-03,2026/05/14,4900002383,BioFuel-X,24249,Liters,OPS-6737,Northstar Energy
PLT-UK-04,05-15-2026,4900002384,Petrol,17313,Liters,OPS-6708,Delhi Gas Utility
PLT-DE-01,16.05.2026,4900002385,Natural Gas,4535,therm,OPS-4746,ACME Fuels GmbH
PLT-IN-02,2026/05/17,4900002386,Natural Gas,18787,L,OPS-5625,Northstar Energy
PLT-UK-04,05-18-2026,4900002387,BioFuel-X,1585,gal,OPS-5408,Delhi Gas Utility
PLT-IN-02,19.05.2026,4900002388,BioFuel-X,53220,therm,OPS-6544,Northstar Energy
PLT-DE-01,2026/05/20,4900002389,Petrol,71599,therm,OPS-6684,Northstar Energy
PLT-US-03,05-21-2026,4900002390,Petrol,44254,ltr,OPS-5996,Metro Industrial Fuels
PLT-SG-05,22.05.2026,4900002391,Petrol,12698,Liters,OPS-4258,Northstar Energy
PLT-SG-05,2026/05/23,4900002392,Natural Gas,55954,L,OPS-4387,Delhi Gas Utility
PLT-DE-01,05-24-2026,4900002393,LPG,60006,L,OPS-6919,Northstar Energy
PLT-US-03,25.05.2026,4900002394,BioFuel-X,16604,Liters,OPS-5786,ACME Fuels GmbH
PLT-UK-04,2026/05/26,4900002395,LPG,66205,ltr,OPS-4798,Delhi Gas Utility
PLT-IN-02,05-27-2026,4900002396,Petrol,29129,L,OPS-6152,Delhi Gas Utility
PLT-SG-05,28.05.2026,4900002397,Diesel,73828,gal,OPS-6183,Northstar Energy
PLT-SG-05,2026/05/29,4900002398,Natural Gas,70757,ltr,OPS-5533,Delhi Gas Utility
PLT-SG-05,05-30-2026,4900002399,Natural Gas,13175,ltr,OPS-6933,Delhi Gas Utility
PLT-UK-04,01.01.2026,4900002400,Natural Gas,70936,gal,OPS-5140,ACME Fuels GmbH
PLT-UK-04,2026/01/02,4900002401,LPG,52593,Liters,OPS-5725,Metro Industrial Fuels
PLT-IN-02,01-03-2026,4900002402,Petrol,61392,Liters,OPS-4001,ACME Fuels GmbH
PLT-US-03,04.01.2026,4900002403,Natural Gas,32992,gal,OPS-6511,ACME Fuels GmbH
PLT-IN-02,2026/01/05,4900002404,Natural Gas,7812,therm,OPS-5969,Delhi Gas Utility
PLT-IN-02,01-06-2026,4900002405,BioFuel-X,31830,therm,OPS-5601,Delhi Gas Utility
PLT-DE-01,07.01.2026,4900002406,Natural Gas,32630,Liters,OPS-5131,Delhi Gas Utility
PLT-SG-05,2026/01/08,4900002407,Natural Gas,52667,L,OPS-4843,Metro Industrial Fuels
PLT-US-03,01-09-2026,4900002408,Diesel,18715,Liters,OPS-6608,ACME Fuels GmbH
PLT-SG-05,10.01.2026,4900002409,Diesel,68288,Liters,OPS-6574,Metro Industrial Fuels
PLT-US-03,2026/01/11,4900002410,Diesel,30482,therm,OPS-6216,Metro Industrial Fuels
PLT-US-03,01-12-2026,4900002411,Petrol,20192,L,OPS-4167,Metro Industrial Fuels
PLT-UK-04,13.01.2026,4900002412,BioFuel-X,33532,L,OPS-6396,Delhi Gas Utility
PLT-IN-02,2026/01/14,4900002413,LPG,63921,Liters,OPS-4422,ACME Fuels GmbH
PLT-UK-04,01-15-2026,4900002414,BioFuel-X,47570,ltr,OPS-5727,ACME Fuels GmbH
PLT-US-03,16.01.2026,4900002415,Petrol,13837,Liters,OPS-6622,Northstar Energy
PLT-US-03,2026/01/17,4900002416,Diesel,55053,Liters,OPS-4052,ACME Fuels GmbH
PLT-SG-05,01-18-2026,4900002417,BioFuel-X,63691,ltr,OPS-4906,Metro Industrial Fuels
PLT-UK-04,19.01.2026,4900002418,LPG,34882,L,OPS-6484,Metro Industrial Fuels
PLT-DE-01,2026/01/20,4900002419,LPG,68072,therm,OPS-4441,ACME Fuels GmbH
PLT-IN-02,01-21-2026,4900002420,Petrol,12490,L,OPS-6376,Metro Industrial Fuels
PLT-US-03,22.01.2026,4900002421,BioFuel-X,51658,L,OPS-5887,ACME Fuels GmbH
PLT-DE-01,2026/01/23,4900002422,Natural Gas,52307,therm,OPS-6322,Delhi Gas Utility
PLT-DE-01,01-24-2026,4900002423,Petrol,3214,Liters,OPS-5688,ACME Fuels GmbH
PLT-US-03,25.01.2026,4900002424,Petrol,59900,Liters,OPS-5443,Delhi Gas Utility
PLT-DE-01,2026/01/26,4900002425,Petrol,36308,therm,OPS-5876,Northstar Energy
PLT-SG-05,01-27-2026,4900002426,LPG,21099,ltr,OPS-6655,Northstar Energy
PLT-IN-02,28.01.2026,4900002427,BioFuel-X,52651,Liters,OPS-4364,Northstar Energy
